,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
514,G:HGNC:3245,G:HGNC:30313,"['GTG', 'GMDpDMG']",6536.0,0.353,10096.0
515,G:HGNC:3245,G:HGNC:30313,"['GMDMG', 'GMDpDMG']",8236.0,0.307,11878.0
516,G:HGNC:3245,G:HGNC:30313,"['GTG', 'GMDMG', 'GMDpDMG']",8324.0,0.407,14034.0
517,G:HGNC:9973,G:HGNC:24101,['GTG'],191.0,0.58,455.0
518,G:HGNC:9973,G:HGNC:24101,['GMG'],220.0,0.514,453.0
519,G:HGNC:9973,G:HGNC:24101,['GMDMG'],2311.0,0.366,3644.0
520,G:HGNC:9973,G:HGNC:24101,['GMDpDMG'],4662.0,0.141,5427.0
521,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMG']",1100.0,0.536,2372.0
522,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMDMG']",4275.0,0.617,11155.0
523,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMDpDMG']",6634.0,0.36,10364.0
524,G:HGNC:9973,G:HGNC:24101,"['GMG', 'GMDMG']",2600.0,0.496,5161.0
525,G:HGNC:9973,G:HGNC:24101,"['GMG', 'GMDpDMG']",3756.0,0.217,4795.0
526,G:HGNC:9973,G:HGNC:24101,"['GMDMG', 'GMDpDMG']",9972.0,0.208,12598.0
527,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMG', 'GMDMG']",2136.0,0.53,4547.0
528,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMG', 'GMDpDMG']",2863.0,0.33,4276.0
529,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMDMG', 'GMDpDMG']",7726.0,0.414,13191.0
530,G:HGNC:9973,G:HGNC:24101,"['GMG', 'GMDMG', 'GMDpDMG']",3937.0,0.236,5151.0
531,G:HGNC:9973,G:HGNC:24101,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2960.0,0.315,4319.0
532,G:HGNC:4179,G:HGNC:27475,['GTG'],84.0,0.734,316.0
533,G:HGNC:4179,G:HGNC:27475,['GMDMG'],253.0,0.908,2760.0
534,G:HGNC:4179,G:HGNC:27475,['GMDpDMG'],360.0,0.93,5175.0
535,G:HGNC:4179,G:HGNC:27475,"['GTG', 'GMDMG']",726.0,0.903,7496.0
536,G:HGNC:4179,G:HGNC:27475,"['GTG', 'GMDpDMG']",562.0,0.936,8792.0
537,G:HGNC:4179,G:HGNC:27475,"['GMDMG', 'GMDpDMG']",226.0,0.982,12379.0
538,G:HGNC:4179,G:HGNC:27475,"['GTG', 'GMDMG', 'GMDpDMG']",281.0,0.976,11512.0
539,G:HGNC:26453,G:HGNC:3011,['GTG'],35.0,0.878,287.0
540,G:HGNC:21097,G:HGNC:25784,['GTG'],95.0,0.722,342.0
541,G:HGNC:21097,G:HGNC:25784,['GMDMG'],2294.0,0.419,3948.0
542,G:HGNC:21097,G:HGNC:25784,['GMDpDMG'],4190.0,0.2,5236.0
543,G:HGNC:21097,G:HGNC:25784,"['GTG', 'GMDMG']",4178.0,0.586,10086.0
544,G:HGNC:21097,G:HGNC:25784,"['GTG', 'GMDpDMG']",6051.0,0.355,9388.0
545,G:HGNC:21097,G:HGNC:25784,"['GMDMG', 'GMDpDMG']",8849.0,0.298,12606.0
546,G:HGNC:21097,G:HGNC:25784,"['GTG', 'GMDMG', 'GMDpDMG']",7379.0,0.412,12551.0
547,G:HGNC:24624,G:HGNC:6947,['GDpDG'],311.0,0.27,426.0
548,G:HGNC:24624,G:HGNC:6947,['GDpDpDG'],2201.0,0.621,5802.0
549,G:HGNC:24624,G:HGNC:6947,['GTG'],208.0,0.494,411.0
550,G:HGNC:24624,G:HGNC:6947,['GMDMG'],3552.0,0.08,3859.0
551,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GDpDpDG']",1778.0,0.233,2319.0
552,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GTG']",1000.0,0.291,1411.0
553,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GMDMG']",1320.0,0.086,1444.0
554,G:HGNC:24624,G:HGNC:6947,"['GDpDpDG', 'GTG']",1874.0,0.607,4764.0
555,G:HGNC:24624,G:HGNC:6947,"['GDpDpDG', 'GMDMG']",2438.0,0.395,4027.0
556,G:HGNC:24624,G:HGNC:6947,"['GTG', 'GMDMG']",8887.0,0.073,9588.0
557,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GDpDpDG', 'GTG']",1442.0,0.231,1874.0
558,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GDpDpDG', 'GMDMG']",1373.0,0.163,1640.0
559,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GTG', 'GMDMG']",1171.0,0.11,1316.0
560,G:HGNC:24624,G:HGNC:6947,"['GDpDpDG', 'GTG', 'GMDMG']",2140.0,0.349,3286.0
561,G:HGNC:24624,G:HGNC:6947,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG']",1116.0,0.17,1345.0
562,G:HGNC:33116,G:HGNC:18182,['GTG'],160.0,0.556,360.0
563,G:HGNC:33116,G:HGNC:18182,['GMG'],5.0,0.978,227.0
564,G:HGNC:33116,G:HGNC:18182,"['GTG', 'GMG']",147.0,0.893,1379.0
565,G:HGNC:28900,G:HGNC:21351,['GMDMG'],72.0,0.959,1749.0
566,G:HGNC:20074,G:HGNC:12984,['GTG'],53.0,0.864,391.0
