HGNC ID,RefSeq IDs,Enzyme IDs
HGNC:33437,NM_001080843,2.5.1.18
HGNC:4643,NM_145870,"5.2.1.2, 2.5.1.18"
HGNC:4684,NM_001256424,4.6.1.2
HGNC:4693,NM_000858,2.7.4.8
HGNC:4696,NM_000181,3.2.1.31
HGNC:27482,NM_173601,2.4.2.n2
HGNC:4699,NM_004130,2.4.1.186
HGNC:4700,NM_003918,2.4.1.186
HGNC:4706,NM_002103,2.4.1.11
HGNC:4707,NM_021957,2.4.1.11
HGNC:4795,NM_004285,1.1.1.47
HGNC:9639,NM_014241,4.2.1.134
HGNC:9640,NM_198402,4.2.1.134
HGNC:24175,NM_016395,4.2.1.134
HGNC:20920,NM_001010915,4.2.1.134
HGNC:17856,NM_012260,4.1.-.-
HGNC:4799,NM_005327,1.1.1.35
HGNC:4801,NM_000182,"1.1.1.211, 4.2.1.17"
HGNC:4803,NM_000183,2.3.1.16
HGNC:4805,NM_005326,3.1.2.6
HGNC:4810,NM_001005783,1.1.3.15
HGNC:4816,NM_002109,6.1.1.21
HGNC:4817,NM_012208,6.1.1.21
HGNC:4818,NM_001523,2.4.1.212
HGNC:4819,NM_005328,2.4.1.212
HGNC:4820,NM_138612,2.4.1.212
HGNC:4821,NM_003642,2.3.1.48
HGNC:4854,NM_003883,3.5.1.98
HGNC:14068,NM_001015053,3.5.1.98
HGNC:19086,NM_024827,3.5.1.98
HGNC:4878,NM_000520,3.2.1.52
HGNC:4879,NM_000521,3.2.1.52
HGNC:26307,NM_173620,3.2.1.52
HGNC:26527,NM_152419,2.3.1.78
HGNC:4907,NM_152740,1.1.1.31
HGNC:17113,NM_017902,1.14.11.16
HGNC:4922,NM_000188,2.7.1.1
HGNC:4923,NM_000189,2.7.1.1
HGNC:4925,NM_002115,2.7.1.1
HGNC:16435,NM_178580,3.4.23.-
HGNC:4982,NM_000190,2.5.1.61
HGNC:5005,NM_000191,4.1.3.4
HGNC:5008,NM_005518,2.3.3.10
HGNC:5147,NM_002150,1.13.11.27
HGNC:5157,NM_000194,2.4.2.8
HGNC:5194,NM_005114,2.8.2.23
HGNC:5195,NM_006043,2.8.2.23
HGNC:5196,NM_006042,2.8.2.23
HGNC:5198,NM_006041,2.8.2.23
HGNC:5200,NM_006040,2.8.2.23
HGNC:5201,NM_004807,2.8.2.-
HGNC:5217,NM_000862,"1.1.1.145, 5.3.3.1"
HGNC:5218,NM_000198,"1.1.1.145, 5.3.3.1"
HGNC:5208,NM_005525,1.1.1.146
HGNC:30419,NM_198706,1.1.1.-
HGNC:5209,NM_000196,1.1.1.-
HGNC:5210,NM_000413,1.1.1.62
HGNC:5211,NM_002153,1.1.1.62
HGNC:5212,NM_000197,1.1.1.62
HGNC:5213,NM_000414,"4.2.1.107, 1.1.1.35"
HGNC:23316,NM_003725,"1.1.1.62, 1.1.1.63, 1.1.1.105"
HGNC:5215,NM_016371,1.1.1.270
HGNC:3554,NM_014234,1.1.1.62
HGNC:4800,NM_004493,1.1.1.35
HGNC:22960,NM_016245,1.1.1.-
HGNC:18685,NM_178135,1.1.-.-
HGNC:16637,NM_001098521,1.1.1.-
HGNC:53111,NM_001348712,4.2.1.-
HGNC:26948,NM_031207,5.3.1.22
HGNC:34403,NM_001013619,2.7.1.81
HGNC:5330,NM_002161,6.1.1.5
HGNC:29685,NM_018060,6.1.1.5
HGNC:5350,NM_012405,2.1.1.100
HGNC:5382,NM_005896,1.1.1.42
HGNC:5384,NM_005530,1.1.1.41
HGNC:5387,NM_004508,5.3.3.2
HGNC:23487,NM_033261,5.3.3.2
HGNC:31367,NM_001001551,2.7.1.12
HGNC:6059,NM_002164,1.13.11.52
HGNC:5391,NM_000203,3.2.1.76
HGNC:15566,NM_030768,3.1.3.16
HGNC:6050,NM_005536,3.1.3.25
HGNC:26019,NM_017813,"3.1.3.7, 3.1.3.25"
HGNC:6052,NM_000883,1.1.1.205
HGNC:6069,NM_006774,2.1.1.49
HGNC:26956,NM_017553,3.6.1.3
HGNC:6074,NM_001566,3.1.3.66
HGNC:6075,NM_003866,3.1.3.66
HGNC:6076,NM_005539,3.1.3.56
HGNC:6077,NM_005540,3.1.3.56
HGNC:6079,NM_001017915,3.1.3.86
HGNC:21474,NM_019892,3.1.3.36
HGNC:8956,NM_001002837,3.1.3.56
HGNC:33882,NM_016532,3.1.3.56
HGNC:6080,NM_001567,3.1.3.86
HGNC:20739,NM_152230,2.7.1.151
HGNC:29821,NM_016368,5.5.1.4
HGNC:6176,NM_033453,3.6.1.9
HGNC:6177,NM_014216,2.7.1.134
HGNC:6178,NM_002220,2.7.1.127
HGNC:6179,NM_002221,2.7.1.127
HGNC:14897,NM_025194,2.7.1.127
HGNC:6190,NM_002227,2.7.10.1
HGNC:6193,NM_000215,2.7.10.1
HGNC:6215,NM_005548,6.1.1.6
HGNC:17016,NM_007067,2.3.1.48
HGNC:17933,NM_032188,2.3.1.48
HGNC:6308,NM_000420,3.4.24.-
HGNC:6357,NM_002257,3.4.21.35
HGNC:6363,NM_005551.3,3.4.21.35
HGNC:6381,NM_003679,1.14.13.9
HGNC:33238,NM_001008661,"2.6.1.7, 2.6.1.63, 4.4.1.13"
HGNC:6469,NM_001032998,3.7.1.3
HGNC:20499,NM_024884,1.1.99.2
HGNC:20488,NM_144581,4.2.1.77
HGNC:6512,NM_020117,6.1.1.4
HGNC:17095,NM_015340,6.1.1.4
HGNC:6524,NM_005356,2.7.10.1
HGNC:17557,NM_016309,2.1.1.233
HGNC:6530,NM_002299,"3.2.1.108, 3.2.1.62"
HGNC:6535,NM_005566,1.1.1.27
HGNC:6541,NM_002300,1.1.1.27
HGNC:6544,NM_017448,1.1.1.27
HGNC:6560,NM_002304,2.4.1.222
HGNC:30042,NM_022126,3.6.1.1
HGNC:6598,NM_000234,6.5.1.1
HGNC:6601,NM_002312,6.5.1.1
HGNC:6617,NM_000235,3.1.1.13
HGNC:6621,NM_005357,3.1.1.79
HGNC:18821,NM_198996,3.1.1.32
HGNC:29569,NM_015929,2.3.1.181
HGNC:37216,NM_001144869,2.3.1.181
HGNC:15991,NM_033029,3.4.24.36
HGNC:6656,NM_005575,3.4.11.3
HGNC:25718,NM_024830,"2.3.1.67, 2.3.1.23"
HGNC:26032,NM_017839,"2.3.1.51, 2.3.1.23, 2.3.1.67"
HGNC:13345,NM_145693,3.1.3.4
HGNC:14450,NM_014646,3.1.3.4
HGNC:14451,NM_022896,3.1.3.4
HGNC:6685,NM_004744,2.3.1.135
HGNC:25135,NM_138361,6.3.2.-
HGNC:6710,NM_000895,3.3.2.6
HGNC:6719,NM_000897,4.4.1.20
HGNC:6740,NM_000239,3.2.1.17
HGNC:30502,NM_032517,3.2.1.1
HGNC:6821,NM_005907,3.2.1.113
HGNC:6831,NM_005908,3.2.1.25
HGNC:21072,NM_024641,3.2.1.130
HGNC:6833,NM_000240,1.4.3.4
HGNC:6834,NM_000898,1.4.3.4
HGNC:6849,NM_002446,2.7.11.1
HGNC:6853,NM_003954,2.7.11.25
HGNC:6863,NM_001042600,2.7.11.1
HGNC:6880,NM_139033,2.7.11.24
HGNC:6874,NM_002969,2.7.11.1
HGNC:13538,NM_031417,2.7.11.1
HGNC:6898,NM_004990,6.1.1.10
HGNC:25133,NM_138395,6.1.1.10
HGNC:6903,NM_000429,2.5.1.6
HGNC:15505,NM_024298,2.3.1.n4
HGNC:29622,NM_173467,2.3.1.39
HGNC:6936,NM_020166,6.4.1.4
HGNC:16732,NM_032601,5.1.99.1
HGNC:6970,NM_001316374,1.1.1.37
HGNC:6971,NM_005918,1.1.1.37
HGNC:6984,NM_002396,1.1.1.38
HGNC:19691,NM_016011,1.3.1.38
HGNC:28569,NM_152764,3.1.-.-
HGNC:7015,NM_005588,3.4.24.18
HGNC:7020,NM_005925,3.4.24.18
HGNC:15789,NM_015143,3.4.11.18
HGNC:16672,NM_006838,3.4.11.18
HGNC:7030,NM_005371,2.1.1.33
HGNC:17563,NM_019852,2.1.1.62
HGNC:24550,NM_014033,2.1.1.-
HGNC:29330,NM_020961,2.1.1.62
HGNC:7038,NM_002405,2.4.1.222
HGNC:7044,NM_001114618,2.4.1.101
HGNC:7045,NM_002408,2.4.1.143
HGNC:7046,NM_002409,2.4.1.144
HGNC:7047,NM_012214,2.4.1.145
HGNC:7048,NM_014275,2.4.1.145
HGNC:30871,NM_013244,2.4.1.145
HGNC:7049,NM_002410,2.4.1.155
HGNC:17038,NM_007283,3.1.1.23
HGNC:7061,NM_145791,2.5.1.18
HGNC:7063,NM_002413,2.5.1.18
HGNC:7064,NM_004528,2.5.1.18
HGNC:7097,NM_002415,5.3.2.1
HGNC:7154,NM_000902,3.4.24.11
HGNC:7155,NM_002421,3.4.24.7
HGNC:7173,NM_002422,3.4.24.17
HGNC:7175,NM_002424,3.4.24.34
HGNC:14249,NM_021801,3.4.24.1
HGNC:7193,NM_183418,2.8.1.12
HGNC:23249,NM_178176,"2.3.1.20, 2.3.1.22"
HGNC:24862,NM_006302,3.2.1.106
HGNC:7223,NM_001013440,2.8.1.2
HGNC:28469,NM_032285,5.3.1.23
HGNC:16352,NM_013393,2.1.1.-
HGNC:18485,NM_018146,2.1.1.-
HGNC:5359,NM_001545,3.1.1.29
HGNC:10545,NM_006745,1.14.18.9
HGNC:7377,NM_012331,1.8.4.11
HGNC:7455,YP_003024026,1.6.5.3
HGNC:7456,YP_003024027,1.6.5.3
HGNC:7458,YP_003024033,1.6.5.3
HGNC:7459,YP_003024035,1.6.5.3
HGNC:7460,YP_003024034,1.6.5.3
HGNC:7461,YP_003024036,1.6.5.3
HGNC:7462,YP_003024037,1.6.5.3
HGNC:7413,NM_002451,2.4.2.28
HGNC:29666,NM_139242,2.1.2.9
HGNC:21055,NM_015440,6.3.4.3
HGNC:7436,NM_005957,1.5.1.20
HGNC:7437,NM_006441,6.3.3.2
HGNC:7448,NM_000252,3.1.3.64
HGNC:7450,NM_016156,3.1.3.64
HGNC:7468,NM_000254,2.1.1.13
HGNC:18734,NM_015360,3.6.4.13
HGNC:7529,NM_002461,4.1.1.33
HGNC:7530,NM_000431,2.7.1.36
HGNC:7590,NM_053025,2.7.11.18
HGNC:16243,NM_033118,2.7.11.18
HGNC:16021,NM_013240,2.1.1.72
HGNC:18704,NM_003491,2.3.1.255
HGNC:15908,NM_016100,2.3.1.254
HGNC:19844,NM_001011713,2.3.1.256
HGNC:29533,NM_025146,2.3.1.-
HGNC:25875,NM_024845,"2.3.1.48, 2.3.1.259"
HGNC:30252,NM_012191,2.3.1.-
HGNC:14526,NM_005467,3.4.17.21
HGNC:29831,NM_023018,2.7.1.23
HGNC:26404,NM_153013,2.7.1.23
HGNC:7632,NM_000263,3.2.1.50
HGNC:17378,NM_016256,3.1.4.45
HGNC:16140,NM_152667,3.1.3.29
HGNC:19237,NM_018946,"2.5.1.56, 2.5.1.57"
HGNC:21683,NM_198990,3.1.4.54
HGNC:30450,NM_145201,6.3.4.21
HGNC:7643,NM_004539,6.1.1.22
HGNC:26274,NM_024678,6.1.1.22
HGNC:7645,NM_000662,2.3.1.5
HGNC:7646,NM_000015,2.3.1.5
HGNC:23133,NM_015654,2.3.1.-
HGNC:29830,NM_024662,2.3.1.-
HGNC:15997,NM_145117,3.6.1.1
HGNC:25576,NM_018210,4.2.1.93
HGNC:18453,NM_144772,5.1.99.6
HGNC:7680,NM_001543,2.8.2.8
HGNC:7681,NM_003635,2.8.2.8
HGNC:7682,NM_004784,2.8.2.8
HGNC:20779,NM_022569,2.8.2.8
HGNC:7707,NM_005006,1.6.5.3
HGNC:7708,NM_004550,1.6.5.3
HGNC:7710,NM_004551,1.6.5.3
HGNC:7713,NM_004553,"1.6.99.3, 1.6.5.3"
HGNC:7715,NM_002496,1.6.5.3
HGNC:7716,NM_007103,1.6.5.3
HGNC:7717,NM_021074,1.6.5.3
HGNC:24573,NM_018248,"3.2.2.-, 4.2.99.18"
HGNC:11399,NM_003157,2.7.11.1
HGNC:7759,NM_005383,3.2.1.18
HGNC:7760,NM_006656,3.2.1.18
HGNC:21328,NM_080741,3.2.1.18
HGNC:15910,NM_021100,2.8.1.7
HGNC:7849,NM_000269,2.7.4.6
HGNC:7850,NM_002512,2.7.4.6
HGNC:7851,NM_002513,2.7.4.6
HGNC:7852,NM_005009,2.7.4.6
HGNC:20567,NM_005793,2.7.4.6
HGNC:20461,NM_013330,2.7.4.6
HGNC:26057,NM_017881,2.7.1.22
HGNC:7861,NM_006169,2.1.1.1
HGNC:7863,NM_182977,1.6.1.1
HGNC:7873,NM_000625,1.14.13.39
HGNC:7876,NM_000603,1.14.13.39
HGNC:27106,NM_178493,3.1.1.98
HGNC:7900,NM_006310,3.4.11.2
HGNC:16781,NM_030769,4.1.3.3
HGNC:7995,NM_002525,3.4.24.61
HGNC:13398,NM_015922,1.1.1.170
HGNC:8016,NM_006178,3.6.4.6
HGNC:17819,NM_032526,3.1.3.5
HGNC:8022,NM_012229,3.1.3.5
HGNC:17820,NM_016489,3.1.3.5
HGNC:28300,NM_052935,"3.1.3.5, 3.1.3.91"
HGNC:29909,NM_173474,3.5.1.-
HGNC:8028,NM_002528,"3.2.2.-, 4.2.99.18"
HGNC:23373,NM_014064,2.1.1.244
HGNC:28204,NM_032324,3.6.1.15
HGNC:8031,NM_002529,2.7.10.1
HGNC:21042,NM_138459,2.5.1.87
HGNC:21257,NM_145063,3.5.1.-
HGNC:8091,NM_000274,2.6.1.13
HGNC:8108,NM_000276,3.1.3.36
HGNC:7056,NM_012215,3.2.1.169
HGNC:8125,NM_016821,"3.2.2.-, 4.2.99.18"
HGNC:8127,"NM_003605, NM_181672",2.4.1.255
HGNC:25625,NM_018324,3.1.2.14
HGNC:8149,NM_017570,3.5.2.9
HGNC:18028,NM_017807,3.4.24.57
HGNC:24203,NM_080822,3.1.2.-
HGNC:8527,NM_000436,2.8.3.5
HGNC:18606,NM_022120,2.8.3.5
HGNC:26063,NM_017897,2.3.1.41
HGNC:19316,NM_022356,1.14.11.7
HGNC:19317,NM_018192,1.14.11.7
HGNC:19318,NM_014262,1.14.11.7
HGNC:8546,NM_000917,1.14.11.2
HGNC:8547,NM_004199,1.14.11.2
HGNC:8548,NM_000918,"1.14.11.2, 5.3.4.1"
HGNC:18367,NM_013358,3.5.3.15
HGNC:18368,NM_012387,3.5.3.15
HGNC:20449,NM_207421,3.5.3.15
HGNC:8587,NM_006452,"4.1.1.21, 6.3.2.6"
HGNC:8590,NM_002576,2.7.11.1
HGNC:8591,NM_002577,2.7.11.1
HGNC:8592,NM_002578,2.7.11.1
HGNC:8596,NM_000919,1.14.17.3
HGNC:15894,NM_024960,2.7.1.33
HGNC:15970,NM_020144,2.7.7.19
HGNC:14982,NM_022894,2.7.7.19
HGNC:8605,NM_003631,3.2.1.143
HGNC:8609,NM_002582,3.1.13.4
HGNC:270,NM_001618,2.4.2.30
HGNC:273,NM_005485.4,2.4.2.30
HGNC:30563,NM_152268,6.1.1.15
HGNC:8636,NM_001040716,6.4.1.1
HGNC:8646,NM_000281,4.2.1.96
HGNC:24474,NM_032151,4.2.1.96
HGNC:8725,NM_001018073,4.1.1.32
HGNC:20588,NM_016297,1.8.3.5
HGNC:8754,NM_005017,2.7.7.15
HGNC:8755,NM_004845,2.7.7.15
HGNC:8756,NM_002861,2.7.7.14
HGNC:8777,NM_002599,3.1.4.17
HGNC:8779,NM_000922,3.1.4.17
HGNC:8784,NM_001083,3.1.4.17
HGNC:8786,NM_000283,3.1.4.17
HGNC:8787,NM_006204,3.1.4.17
HGNC:8793,NM_002605,3.1.4.17
HGNC:8794,NM_003719,3.1.4.17
HGNC:30012,NM_022341,3.5.1.88
HGNC:14180,NM_006849,5.3.4.1
HGNC:4606,NM_005313,5.3.4.1
HGNC:30167,NM_004911,5.3.4.1
HGNC:24811,NM_006810,5.3.4.1
HGNC:30168,NM_005742,5.3.4.1
HGNC:9279,NM_018444,3.1.3.43
HGNC:30263,NM_020786,3.1.3.43
HGNC:8819,NM_003681,2.7.1.35
HGNC:30259,NM_020315,3.1.3.74
HGNC:18281,NM_018441,1.3.1.38
HGNC:8830,NM_007169,2.1.1.17
HGNC:8840,NM_000285,3.4.13.9
HGNC:8874,NM_004566,"2.7.1.105, 3.1.3.46"
HGNC:8875,NM_004567,"2.7.1.105, 3.1.3.46"
HGNC:8877,NM_000289,2.7.1.11
HGNC:8878,NM_002627,2.7.1.11
HGNC:8885,NM_001079807,3.4.23.1
HGNC:8886,NM_001079808,3.4.23.1
HGNC:8887,NM_014224,3.4.23.1
HGNC:8888,NM_002629,"5.4.2.1, 3.1.3.13"
HGNC:8891,NM_002631,1.1.1.43
HGNC:26210,NM_025092,3.2.1.107
HGNC:30013,NM_052890,3.5.1.28
HGNC:8905,NM_002633,5.4.2.2
HGNC:8906,NM_018290,5.4.2.2
HGNC:8907,NM_015599,5.4.2.3
HGNC:8909,NM_024118,3.1.3.18
HGNC:13568,NM_017712,3.4.19.3
HGNC:8923,NM_006623,1.1.1.95
HGNC:8926,NM_000292,2.7.11.19
HGNC:8930,NM_006213,2.7.11.19
HGNC:8931,NM_000294,2.7.11.19
HGNC:29149,NM_015020,3.1.3.16
HGNC:16815,NM_001143804,3.1.3.75
HGNC:30033,NM_014172,3.1.3.-
HGNC:28249,NM_032921,4.2.3.134
HGNC:26220,NM_025049,3.6.4.12
HGNC:8957,NM_002641,2.4.1.198
HGNC:8960,NM_153747,2.4.1.198
HGNC:8964,NM_004569,2.4.1.198
HGNC:3046,NM_153681,2.4.1.198
HGNC:8971,NM_002645,2.7.1.154
HGNC:8972,NM_002646,2.7.1.154
HGNC:8973,NM_004570,2.7.1.154
HGNC:8974,NM_002647,2.7.1.137
HGNC:8977,NM_005026,2.7.1.153
HGNC:8998,NM_003559,2.7.1.149
HGNC:19299,NM_144568,3.1.3.78
HGNC:25452,NM_018710,3.1.3.78
HGNC:17804,NM_016518,"1.5.3.1, 1.5.3.7"
HGNC:9020,NM_000298,2.7.1.40
HGNC:9031,NM_000300,3.1.1.4
HGNC:13414,NM_014589,3.1.1.4
HGNC:30040,NM_022819,3.1.1.4
HGNC:17934,NM_015715,3.1.1.4
HGNC:9035,NM_024420,"3.1.1.4, 3.1.1.5"
HGNC:9036,NM_001114633,3.1.1.4
HGNC:30038,NM_178034,3.1.1.4
HGNC:24791,NM_198442,3.1.1.4
HGNC:27396,NM_213600,3.1.1.4
HGNC:9038,NM_000929,3.1.1.4
HGNC:9039,NM_001004426,3.1.1.4
HGNC:9029,NM_003561,3.1.1.4
HGNC:18555,NM_032562,3.1.1.4
HGNC:17825,NM_001128203,3.1.1.4
HGNC:24978,NM_054108,2.3.1.-
HGNC:9052,NM_002658,3.4.21.68
HGNC:9061,NM_133373,3.1.4.11
HGNC:17175,NM_016341,3.1.4.11
HGNC:9065,NM_182811,3.1.4.11
HGNC:29185,NM_014996,3.1.4.11
HGNC:29037,NM_014638,3.1.4.11
HGNC:19218,NM_033123,3.1.4.11
HGNC:9067,NM_002662,3.1.4.4
HGNC:9068,NM_002663,3.1.4.4
HGNC:9081,NM_000302,1.14.11.4
HGNC:9082,NM_000935,1.14.11.4
HGNC:9228,NM_176895,3.1.3.4
HGNC:9229,NM_003713,3.1.3.4
HGNC:9114,NM_002676,5.4.2.8
HGNC:9115,NM_000303,5.3.1.8
HGNC:9141,NM_006556,2.7.4.2
HGNC:13415,NM_198452,2.7.11.17
HGNC:9155,NM_000936,3.1.1.3
HGNC:9157,NM_005396,3.1.1.3
HGNC:23492,NM_001011709,3.1.1.3
HGNC:9160,NM_002686,2.1.1.28
HGNC:7892,NM_000270.2,2.4.2.1
HGNC:30802,NM_020376,3.1.1.3
HGNC:18590,NM_025225,3.1.1.3
HGNC:24887,NM_004650,3.1.1.3
HGNC:30260,NM_018129,1.4.3.5
HGNC:14988,NM_015352,2.4.1.221
HGNC:14683,NM_015227,2.4.1.221
HGNC:9173,NM_016937,2.7.7.7
HGNC:9174,NM_002690,2.7.7.7
HGNC:9186,NM_199420,2.7.7.7
HGNC:9187,NM_000937,2.7.7.6
HGNC:9196,NM_006233,2.7.7.6
HGNC:9200,NM_005035,2.7.7.6
HGNC:19139,NM_017739,2.4.1.-
HGNC:25902,NM_032806,2.4.1.312
HGNC:9202,NM_007171,2.4.1.109
HGNC:19743,NM_013382,2.4.1.109
HGNC:9204,NM_000446,3.1.1.2
HGNC:9205,NM_000305,3.1.1.2
HGNC:9206,NM_000940,3.1.1.2
HGNC:9208,NM_000941,1.6.2.4
HGNC:9226,NM_021129,3.6.1.1
HGNC:28883,NM_176869,3.6.1.1
HGNC:9238,NM_002703,2.4.2.14
HGNC:28107,NM_021823,4.1.1.36
HGNC:25686,NM_024664,6.3.2.5
HGNC:9253,NM_021130,5.2.1.8
HGNC:9256,NM_000943,5.2.1.8
HGNC:9259,NM_005729,5.2.1.8
HGNC:29023,NM_014659,2.7.4.24
HGNC:29035,NM_015216,2.7.4.24
HGNC:9275,NM_021003,3.1.3.16
HGNC:9276,NM_002706,3.1.3.16
HGNC:19388,NM_014634,3.1.3.16
HGNC:9278,NM_002707,3.1.3.16
HGNC:18583,NM_020700,3.1.3.16
HGNC:20785,NM_005167,3.1.3.16
HGNC:25415,NM_152542,3.1.3.16
HGNC:16381,NM_139245,3.1.3.16
HGNC:30178,NM_016147,3.1.1.89
HGNC:9280,NM_000309,1.3.3.4
HGNC:9281,NM_002708,3.1.3.16
HGNC:9286,NM_006741,3.1.3.16
HGNC:9287,NM_032192,3.1.3.16
HGNC:9288,NM_006241,3.1.3.16
HGNC:9291,NM_002711,3.1.3.16
HGNC:9299,NM_002715,3.1.3.16
HGNC:9300,NM_001009552,3.1.3.16
HGNC:9302,NM_014225,3.1.3.16
HGNC:9303,NM_002716,3.1.3.16
HGNC:9304,NM_002717,3.1.3.16
HGNC:9305,NM_181678,3.1.3.16
HGNC:9306,NM_181876,3.1.3.16
HGNC:9307,NM_002718,3.1.3.16
HGNC:9314,NM_000944,3.1.3.16
HGNC:9315,NM_021132,3.1.3.16
HGNC:9316,NM_005605,3.1.3.16
HGNC:9317,NM_000945,3.1.3.16
HGNC:9318,NM_147180,3.1.3.16
HGNC:9319,NM_002720,3.1.3.16
HGNC:9322,NM_006247,3.1.3.16
HGNC:9325,NM_000310,3.1.2.22
HGNC:9326,NM_138717,3.1.2.22
HGNC:30695,NM_139283,3.1.3.16
HGNC:9350,NM_001136239,2.1.1.43
HGNC:13994,NM_020227,2.1.1.43
HGNC:9380,NM_002730,2.7.11.1
HGNC:9381,NM_182948,2.7.11.1
HGNC:9395,NM_212535,2.7.11.1
HGNC:9402,NM_002739,2.7.11.1
HGNC:9403,NM_006255,2.7.11.1
HGNC:9404,NM_002740,2.7.11.13
HGNC:9410,NM_006257,2.7.11.1
HGNC:9412,NM_002744,2.7.11.1
HGNC:9407,NM_002742,2.7.11.1
HGNC:9413,NM_001081640,2.7.11.1
HGNC:9416,NM_006259,2.7.11.1
HGNC:9441,NM_005044,2.7.11.1
HGNC:5187,NM_001536,2.1.1.319
HGNC:5186,NM_001535,2.1.1.319
HGNC:18241,NM_018137,2.1.1.319
HGNC:9451,NM_000312,3.4.21.69
HGNC:9453,NM_016335,1.5.5.2
HGNC:17325,NM_021232,1.5.5.2
HGNC:9465,NM_002765,2.7.6.1
HGNC:9483,NM_002770,3.4.21.4
HGNC:9486,NM_002771,3.4.21.4
HGNC:39125,NM_001001317,3.4.21.4
HGNC:13420,NM_021222,3.6.1.11
HGNC:28390,NM_152371,1.11.1.20
HGNC:9577,NM_004577,3.1.3.3
HGNC:28578,NM_153336,2.7.1.164
HGNC:9588,NM_000314,"3.1.3.16, 3.1.3.48, 3.1.3.67"
HGNC:9592,NM_000954,5.3.99.2
HGNC:9605,NM_000963,1.14.99.1
HGNC:9611,NM_005607,2.7.10.1
HGNC:9618,NM_002821,2.7.10.1
HGNC:26965,NM_175732,"3.1.3.16, 3.1.3.27, 3.1.3.48"
HGNC:9679,NM_001145026,3.1.3.48
HGNC:9689,NM_000317,4.2.3.12
HGNC:16818,NM_012080,3.1.3.96
HGNC:25461,NM_031307,5.4.99.45
HGNC:30262,NM_013328,1.5.1.2
HGNC:25846,NM_023078,1.5.1.2
HGNC:9723,NM_002862,2.4.1.1
HGNC:9725,NM_002863,2.4.1.1
HGNC:9726,NM_005609,2.4.1.1
HGNC:9751,NM_005051,6.1.1.18
HGNC:9752,NM_000320,1.5.1.34
HGNC:9755,NM_014298,2.4.2.19
HGNC:9756,NM_002826,1.8.3.2
HGNC:30249,NM_181701,1.8.3.2
HGNC:23797,NM_031209,2.4.2.29
HGNC:9806,NM_002853,3.1.11.2
HGNC:9870,NM_002887,6.1.1.19
HGNC:21406,NM_020320,6.1.1.19
HGNC:9889,NM_006910,6.3.2.-
HGNC:9891,NM_203291,3.1.-.-
HGNC:30325,NM_022128,2.7.1.15
HGNC:9940,NM_002905,1.1.1.105
HGNC:19978,NM_138412,1.1.1.-
HGNC:9958,NM_000537,3.4.23.15
HGNC:25991,NM_017750,1.3.99.23
HGNC:9974,NM_002917,2.4.1.222
HGNC:9989,NM_004683,3.1.1.17
HGNC:10007,NM_003961,3.4.21.105
HGNC:16083,NM_017821,3.4.21.105
HGNC:16502,NM_138328,3.4.21.105
HGNC:28725,NM_173642,6.3.2.41
HGNC:29228,NM_020734,6.3.2.41
HGNC:20968,NM_024644,1.14.11.27
HGNC:10046,NM_002935,3.1.27.-
HGNC:18518,NM_006397,3.1.26.-
HGNC:10050,NM_021133,3.1.26.-
HGNC:10073,NM_003800,"2.7.7.50, 3.1.3.33"
HGNC:10075,NM_003799,2.1.1.56
HGNC:10078,NM_020216,3.4.11.6
HGNC:10079,NM_018226,3.4.11.-
HGNC:10251,NM_005406,2.7.11.1
HGNC:10293,NM_006916,5.1.3.1
HGNC:10294,NM_000329,3.1.1.64
HGNC:10451,NM_001033,1.17.14.1
HGNC:26935,NM_014306,6.5.1.3
HGNC:10481,NM_001005861,2.7.10.1
HGNC:26320,NM_144660,2.7.8.n3
HGNC:15925,NM_015474,3.1.5.-
HGNC:10537,NM_006513,6.1.1.11
HGNC:17697,NM_017827,6.1.1.11
HGNC:10540,NM_002970,2.3.1.57
HGNC:23160,NM_133491,2.3.1.57
HGNC:10547,NM_001024956,1.14.19.20
HGNC:10571,NM_005063,1.14.19.1
HGNC:18161,NM_016510,4.4.1.16
HGNC:10681,NM_003000,1.3.99.1
HGNC:29958,NM_148897,1.1.1.-
HGNC:30311,NM_138969,1.1.1.105
HGNC:29834,NM_145168,1.1.1.-
HGNC:10691,NM_006843,4.3.1.17
HGNC:29361,NM_033505.2,2.7.8.1
HGNC:17927,NM_014554,3.4.22.68
HGNC:23116,NM_021627,3.4.22.68
HGNC:17862,NM_015670,3.4.22.68
HGNC:28407,NM_152699,3.4.22.68
HGNC:20944,NM_015571,3.4.22.68
HGNC:30605,NM_016955,2.9.1.2
HGNC:2879,NM_052838,3.1.5.1
HGNC:29799,NM_147156,2.7.8.27
HGNC:28395,NM_152621,2.7.8.27
HGNC:10818,NM_000199,3.10.1.1
HGNC:10850,NM_004169,2.1.2.1
HGNC:10852,NM_005412,2.1.2.1
HGNC:10856,NM_001041,"3.2.1.10, 3.2.1.48"
HGNC:10858,NM_005067,6.3.2.1
HGNC:30045,NM_015092,2.7.11.1
HGNC:15862,NM_175842,1.5.3.16
HGNC:11120,NM_000543,3.1.4.12
HGNC:11177,NM_003101,2.3.1.26
HGNC:11179,NM_000454,1.15.1.1
HGNC:11180,NM_000636,1.15.1.1
HGNC:26933,NM_016390,2.1.1.-
HGNC:11277,NM_006415,2.3.1.50
HGNC:11278,NM_004863,2.3.1.50
HGNC:16253,NM_018327,2.3.1.50
HGNC:11279,NM_003129,1.14.14.17
